num_target;      la; isd;  niter;     tex; tr_acc; te_acc;        L*;  ||g*||; Lk
         3;  0.0100;   1;    226;  0.5389;   98.8;   98.4;  7.29e-02; 9.74e-07;      0.25,  0.21816,  0.18651,  0.15589,  0.12791,  0.11841,  0.11151,  0.10631,  0.10139,  0.09641, 0.089322, 0.086969,  0.08503, 0.083431,  0.08205, 0.080908, 0.079584, 0.077633, 0.075825, 0.075453, 0.074954, 0.074665, 0.074439, 0.074276, 0.074072, 0.073928, 0.073791, 0.073678, 0.073593, 0.073484, 0.073408, 0.073349, 0.073302, 0.073252, 0.073212, 0.073162, 0.073133, 0.073105, 0.073086, 0.073059, 0.073041, 0.073025,  0.07301, 0.072999, 0.072986, 0.072976, 0.072963, 0.072955, 0.072948, 0.072942, 0.072936, 0.072931, 0.072924,  0.07292, 0.072916, 0.072913, 0.072909, 0.072907, 0.072903, 0.072901, 0.072899, 0.072897, 0.072895, 0.072894, 0.072892, 0.072891, 0.072889, 0.072888, 0.072887, 0.072886, 0.072886, 0.072885, 0.072884, 0.072883, 0.072883, 0.072882, 0.072882, 0.072881, 0.072881, 0.072881,  0.07288,  0.07288,  0.07288, 0.072879, 0.072879, 0.072879, 0.072878, 0.072878, 0.072878, 0.072878, 0.072878, 0.072878, 0.072878, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072877, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876
         3;  0.0100;   3;     53;  0.1979;   98.8;   98.4;  7.29e-02; 9.36e-07;      0.25,  0.21816,  0.18639,   0.1556,  0.12623, 0.099445, 0.080118,  0.07865, 0.077957, 0.077035, 0.076066, 0.075116, 0.074232, 0.073571, 0.073486, 0.073395, 0.073278, 0.073158, 0.073044, 0.072951, 0.072931, 0.072925, 0.072912, 0.072899, 0.072889, 0.072886, 0.072885, 0.072883, 0.072881, 0.072879, 0.072878, 0.072877, 0.072877, 0.072877, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876, 0.072876
         3;  0.0100;   7;   3500;  0.0687;   88.8;   97.2;  1.42e-01; 2.66e-01;  0.093182, 0.091183,   0.1263,  0.13364, 0.079283,  0.09463,  0.19221,  0.19867,  0.38246, 0.076987,   0.1428,  0.10149,  0.08152, 0.087469,  0.12859, 0.083046, 0.093009, 0.074601,  0.08047, 0.087022, 0.077224, 0.075775,   0.1124,  0.13277, 0.089381,   0.2223,  0.08138, 0.091376
         3;  0.1000;   1;     38;  0.1131;   97.6;   98.4;  1.67e-01; 8.96e-07;     0.25, 0.21971, 0.19143,  0.1733, 0.16934, 0.16838, 0.16772, 0.16692, 0.16666, 0.16666, 0.16666, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665
         3;  0.1000;   3;     19;  0.0882;   97.6;   98.4;  1.67e-01; 6.57e-07;     0.25, 0.21971, 0.19113, 0.16967, 0.16763, 0.16684, 0.16668, 0.16666, 0.16666, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665, 0.16665
         3;  0.1000;   7;   2125;  0.0495;   52.8;   90.8;  4.09e-01; 3.55e-01;  0.25416, 0.26145, 0.26944,  0.2374, 0.32418, 0.18546, 0.12525, 0.41681, 0.88866, 0.13733, 0.15264, 0.16956, 0.31213, 0.99825,  0.2849, 0.15169,  0.2153
         4;  0.0000;   1;     57;  0.1372;  100.0;  100.0;  6.16e-07; 9.69e-07;        0.25,    0.13521,   0.046579,  0.0067062,  0.0038055,  0.0031403,   0.002474,  0.0019876,  0.0017325,  0.0013132,  0.0011196, 0.00096342, 0.00081899, 0.00067463, 0.00051549, 0.00043719, 0.00032866, 0.00029016, 0.00022701, 0.00019705, 0.00013018, 4.9163e-05, 4.3598e-05, 3.8723e-05, 3.2047e-05, 2.8618e-05, 2.5014e-05, 2.3147e-05,  1.908e-05, 1.6259e-05, 1.2435e-05, 1.0826e-05, 8.9572e-06, 7.9794e-06, 7.0797e-06,  6.499e-06, 5.5733e-06, 5.0118e-06, 4.5117e-06, 4.0778e-06, 3.6719e-06, 3.3309e-06, 2.9946e-06, 2.7341e-06, 2.4367e-06, 2.1498e-06, 1.7641e-06, 1.6263e-06,  1.405e-06, 1.2701e-06, 1.1457e-06, 1.0366e-06,  9.381e-07, 8.4714e-07, 7.7362e-07, 6.8682e-07, 6.1551e-07
         4;  0.0000;   3;      6;  0.0293;  100.0;  100.0;  8.15e-193; 6.49e-192;         0.25,     0.13521,    0.046458,   0.0044057,  0.00030704, 8.1501e-193
         4;  0.0000;   7; 125000;  1.6347;  100.0;  100.0;  1.26e-05; 1.74e-05;   0.0020005,   0.003734,  0.0016427,  0.0011443,  0.0013081,   0.001403,  0.0011642, 0.00092996,  0.0009504, 0.00090595, 0.00085991, 0.00089823, 0.00087238, 0.00079952, 0.00077531, 0.00077069, 0.00076717, 0.00079302, 0.00075169,   0.000728, 0.00074068, 0.00075591, 0.00070847, 0.00068195, 0.00067615, 0.00065537, 0.00065064, 0.00064193, 0.00063165, 0.00062508, 0.00061963, 0.00062954, 0.00061762, 0.00060516, 0.00060434, 0.00059558,  0.0006007, 0.00059935, 0.00059623, 0.00058752, 0.00058859, 0.00057452, 0.00057396,  0.0005693, 0.00056476, 0.00055763, 0.00054779, 0.00054357, 0.00054627,  0.0005381, 0.00054266, 0.00053248, 0.00053255, 0.00052638, 0.00052593, 0.00052494, 0.00051999, 0.00052117, 0.00051718, 0.00051619, 0.00051444, 0.00051485, 0.00050876, 0.00050908, 0.00050537, 0.00050169, 0.00049773,  0.0004937, 0.00048997, 0.00048978, 0.00048655, 0.00048261, 0.00048021, 0.00047759,  0.0004771, 0.00047781, 0.00047651, 0.00047495, 0.00047428, 0.00047212, 0.00046906, 0.00046664, 0.00046458, 0.00046205, 0.00045967, 0.00045891, 0.00045734, 0.00045484, 0.00045411, 0.00045261, 0.00045182,  0.0004509, 0.00044888, 0.00044866, 0.00044823, 0.00044592,  0.0004456, 0.00044313, 0.00044255, 0.00044159, 0.00044061, 0.00043827, 0.00043847, 0.00043808, 0.00043745,  0.0004363, 0.00043467, 0.00043386, 0.00043248, 0.00043153,  0.0004298,  0.0004293, 0.00042906, 0.00042791, 0.00042701, 0.00042541, 0.00042468, 0.00042387, 0.00042211, 0.00042154, 0.00041988, 0.00041903, 0.00041766, 0.00041659,  0.0004161, 0.00041512, 0.00041376, 0.00041367, 0.00041253, 0.00041166, 0.00041107, 0.00041052, 0.00041015, 0.00040928, 0.00040815, 0.00040703,  0.0004061,  0.0004053, 0.00040454, 0.00040372, 0.00040286,  0.0004023, 0.00040168, 0.00040153, 0.00040084, 0.00040005, 0.00039971, 0.00039922, 0.00039855, 0.00039827, 0.00039749, 0.00039675,  0.0003964, 0.00039564,  0.0003953, 0.00039493, 0.00039457, 0.00039376, 0.00039329, 0.00039291, 0.00039221, 0.00039156, 0.00039096, 0.00039057, 0.00039008, 0.00038948, 0.00038929, 0.00038888, 0.00038859, 0.00038823, 0.00038787, 0.00038753, 0.00038712,  0.0003868,  0.0003863, 0.00038595, 0.00038551, 0.00038522, 0.00038475, 0.00038416,  0.0003836, 0.00038317, 0.00038261, 0.00038228, 0.00038197, 0.00038153, 0.00038112, 0.00038075, 0.00038038, 0.00038002, 0.00037965, 0.00037927, 0.00037887, 0.00037858,  0.0003783,   0.000378, 0.00037771, 0.00037729, 0.00037693, 0.00037665, 0.00037628, 0.00037604, 0.00037567,  0.0003753, 0.00037499, 0.00037471,  0.0003745, 0.00037423, 0.00037391, 0.00037363, 0.00037342, 0.00037314, 0.00037289,  0.0003726, 0.00037234, 0.00037205, 0.00037183, 0.00037161,  0.0003714, 0.00037117, 0.00037095, 0.00037071, 0.00037046, 0.00037025, 0.00037004, 0.00036977, 0.00036953, 0.00036931, 0.00036908, 0.00036886, 0.00036867, 0.00036845, 0.00036822, 0.00036805, 0.00036785, 0.00036765, 0.00036746, 0.00036728, 0.00036711, 0.00036692, 0.00036675, 0.00036659, 0.00036641, 0.00036625, 0.00036609, 0.00036592, 0.00036576, 0.00036561, 0.00036547, 0.00036532, 0.00036518, 0.00036503,  0.0003649, 0.00036476, 0.00036463,  0.0003645, 0.00036437, 0.00036425, 0.00036412,   0.000364, 0.00036388, 0.00036377, 0.00036365, 0.00036356, 0.00036345, 0.00036335, 0.00036325, 0.00036316, 0.00036307, 0.00036299, 0.00036291, 0.00036283, 0.00036275, 0.00036266, 0.00036259, 0.00036252, 0.00036245, 0.00036238, 0.00036231, 0.00036223, 0.00036216,  0.0003621, 0.00036204, 0.00036197, 0.00036192, 0.00036187, 0.00036183,  0.0003618, 0.00036175,  0.0003617, 0.00036166, 0.00036161,  0.0003616, 0.00036157, 0.00036154, 0.00036151, 0.00036147, 0.00036144, 0.00036142, 0.00036141,  0.0003614, 0.00036139, 0.00036138, 0.00036138, 0.00036137, 0.00036136, 0.00036135, 0.00036134, 0.00036134, 0.00036133, 0.00036132, 0.00036131,  0.0003613, 0.00036129, 0.00036129, 0.00036128, 0.00036127, 0.00036126, 0.00036125, 0.00036125, 0.00036124, 0.00036123, 0.00036122, 0.00036121, 0.00036121,  0.0003612, 0.00036119, 0.00036118, 0.00036117, 0.00036117, 0.00036116, 0.00036115, 0.00036114, 0.00036113, 0.00036113, 0.00036112, 0.00036111,  0.0003611, 0.00036109, 0.00036109, 0.00036108, 0.00036107, 0.00036106, 0.00036105, 0.00036105, 0.00036104, 0.00036103, 0.00036102, 0.00036101, 0.00036101,   0.000361, 0.00036099, 0.00036098, 0.00036097, 0.00036097, 0.00036096, 0.00036095, 0.00036094, 0.00036093, 0.00036093, 0.00036092, 0.00036091,  0.0003609, 0.00036089, 0.00036089, 0.00036088, 0.00036087, 0.00036086, 0.00036085, 0.00036084, 0.00036084, 0.00036083, 0.00036082, 0.00036081,  0.0003608,  0.0003608, 0.00036079, 0.00036078, 0.00036077, 0.00036076, 0.00036076, 0.00036075, 0.00036074, 0.00036073, 0.00036072, 0.00036072, 0.00036071,  0.0003607, 0.00036069, 0.00036068, 0.00036068, 0.00036067, 0.00036066, 0.00036065, 0.00036064, 0.00036064, 0.00036063, 0.00036062, 0.00036061,  0.0003606,  0.0003606, 0.00036059, 0.00036058, 0.00036057, 0.00036056, 0.00036056, 0.00036055, 0.00036054, 0.00036053, 0.00036053, 0.00036052, 0.00036051,  0.0003605, 0.00036049, 0.00036049, 0.00036048, 0.00036047, 0.00036046, 0.00036045, 0.00036045, 0.00036044, 0.00036043, 0.00036042, 0.00036041, 0.00036041,  0.0003604, 0.00036039, 0.00036038, 0.00036037, 0.00036037, 0.00036036, 0.00036035, 0.00036034, 0.00036033, 0.00036033, 0.00036032, 0.00036031,  0.0003603,  0.0003603, 0.00036029, 0.00036028, 0.00036027, 0.00036026, 0.00036026, 0.00036025, 0.00036024, 0.00036023, 0.00036022, 0.00036022, 0.00036021,  0.0003602, 0.00036019, 0.00036018, 0.00036018, 0.00036017, 0.00036016, 0.00036015, 0.00036014, 0.00036014, 0.00036013, 0.00036012, 0.00036011, 0.00036011,  0.0003601, 0.00036009, 0.00036008, 0.00036007, 0.00036007, 0.00036006, 0.00036005, 0.00036004, 0.00036003, 0.00036003, 0.00036002, 0.00036001,    0.00036, 0.00035999, 0.00035999, 0.00035998, 0.00035997, 0.00035996, 0.00035995, 0.00035995, 0.00035994, 0.00035993, 0.00035992, 0.00035992, 0.00035991,  0.0003599, 0.00035989, 0.00035988, 0.00035988, 0.00035987, 0.00035986, 0.00035985, 0.00035984, 0.00035984, 0.00035983, 0.00035982, 0.00035981, 0.00035981,  0.0003598, 0.00035979, 0.00035978, 0.00035977, 0.00035977, 0.00035976, 0.00035975, 0.00035974, 0.00035973, 0.00035973, 0.00035972, 0.00035971,  0.0003597,  0.0003597, 0.00035969, 0.00035968, 0.00035967, 0.00035966, 0.00035966, 0.00035965, 0.00035964, 0.00035963, 0.00035962, 0.00035962, 0.00035961,  0.0003596, 0.00035959, 0.00035959, 0.00035958, 0.00035957, 0.00035956, 0.00035955, 0.00035955, 0.00035954, 0.00035953, 0.00035952, 0.00035952, 0.00035951,  0.0003595, 0.00035949, 0.00035948, 0.00035948, 0.00035947, 0.00035946, 0.00035945, 0.00035944, 0.00035944, 0.00035943, 0.00035942, 0.00035941, 0.00035941,  0.0003594, 0.00035939, 0.00035938, 0.00035937, 0.00035937, 0.00035936, 0.00035935, 0.00035934, 0.00035934, 0.00035933, 0.00035932, 0.00035931,  0.0003593,  0.0003593, 0.00035929, 0.00035928, 0.00035927, 0.00035926, 0.00035926, 0.00035925, 0.00035924, 0.00035923, 0.00035923, 0.00035922, 0.00035921,  0.0003592, 0.00035919, 0.00035919, 0.00035918, 0.00035917, 0.00035916, 0.00035916, 0.00035915, 0.00035914, 0.00035913, 0.00035912, 0.00035912, 0.00035911,  0.0003591, 0.00035909, 0.00035909, 0.00035908, 0.00035907, 0.00035906, 0.00035905, 0.00035905, 0.00035904, 0.00035903, 0.00035902, 0.00035902, 0.00035901,   0.000359, 0.00035899, 0.00035898, 0.00035898, 0.00035897, 0.00035896, 0.00035895, 0.00035895, 0.00035894, 0.00035893, 0.00035892, 0.00035892, 0.00035891,  0.0003589, 0.00035889, 0.00035888, 0.00035888, 0.00035887, 0.00035886, 0.00035885, 0.00035885, 0.00035884, 0.00035883, 0.00035882, 0.00035881, 0.00035881,  0.0003588, 0.00035879, 0.00035878, 0.00035878, 0.00035877, 0.00035876, 0.00035875, 0.00035875, 0.00035874, 0.00035873, 0.00035872, 0.00035871, 0.00035871,  0.0003587, 0.00035869, 0.00035868, 0.00035868, 0.00035867, 0.00035866, 0.00035865, 0.00035865, 0.00035864, 0.00035863, 0.00035862, 0.00035861, 0.00035861,  0.0003586, 0.00035859, 0.00035858, 0.00035858, 0.00035857, 0.00035856, 0.00035855, 0.00035854, 0.00035854, 0.00035853, 0.00035852, 0.00035851, 0.00035851,  0.0003585, 0.00035849, 0.00035848, 0.00035848, 0.00035847, 0.00035846, 0.00035845, 0.00035844, 0.00035844, 0.00035843, 0.00035842, 0.00035841, 0.00035841,  0.0003584, 0.00035839, 0.00035838, 0.00035838, 0.00035837, 0.00035836, 0.00035835, 0.00035834, 0.00035834, 0.00035833, 0.00035832, 0.00035831, 0.00035831,  0.0003583, 0.00035829, 0.00035828, 0.00035828, 0.00035827, 0.00035826, 0.00035825, 0.00035825, 0.00035824, 0.00035823, 0.00035822, 0.00035822, 0.00035821,  0.0003582, 0.00035819, 0.00035818, 0.00035818, 0.00035817, 0.00035816, 0.00035815, 0.00035815, 0.00035814, 0.00035813, 0.00035812, 0.00035812, 0.00035811,  0.0003581, 0.00035809, 0.00035808, 0.00035808, 0.00035807, 0.00035806, 0.00035805, 0.00035805, 0.00035804, 0.00035803, 0.00035802, 0.00035802, 0.00035801,   0.000358, 0.00035799, 0.00035799, 0.00035798, 0.00035797, 0.00035796, 0.00035796, 0.00035795, 0.00035794, 0.00035793, 0.00035792, 0.00035792, 0.00035791,  0.0003579, 0.00035789, 0.00035789, 0.00035788, 0.00035787, 0.00035786, 0.00035786, 0.00035785, 0.00035784, 0.00035783, 0.00035783, 0.00035782, 0.00035781,  0.0003578,  0.0003578, 0.00035779, 0.00035778, 0.00035777, 0.00035776, 0.00035776, 0.00035775, 0.00035774, 0.00035773, 0.00035773, 0.00035772, 0.00035771,  0.0003577,  0.0003577, 0.00035769, 0.00035768, 0.00035767, 0.00035767, 0.00035766, 0.00035765, 0.00035764, 0.00035764, 0.00035763, 0.00035762, 0.00035761, 0.00035761,  0.0003576, 0.00035759, 0.00035758, 0.00035757, 0.00035757, 0.00035756, 0.00035755, 0.00035754, 0.00035754, 0.00035753, 0.00035752, 0.00035751, 0.00035751,  0.0003575, 0.00035749, 0.00035748, 0.00035748, 0.00035747, 0.00035746, 0.00035745, 0.00035745, 0.00035744, 0.00035743, 0.00035742, 0.00035742, 0.00035741,  0.0003574, 0.00035739, 0.00035739, 0.00035738, 0.00035737, 0.00035736, 0.00035736, 0.00035735, 0.00035734, 0.00035733, 0.00035733, 0.00035732, 0.00035731,  0.0003573,  0.0003573, 0.00035729, 0.00035728, 0.00035727, 0.00035727, 0.00035726, 0.00035725, 0.00035724, 0.00035723, 0.00035723, 0.00035722, 0.00035721,  0.0003572,  0.0003572, 0.00035719, 0.00035718, 0.00035717, 0.00035717, 0.00035716, 0.00035715, 0.00035714, 0.00035714, 0.00035713, 0.00035712, 0.00035711, 0.00035711,  0.0003571, 0.00035709, 0.00035708, 0.00035708, 0.00035707, 0.00035706, 0.00035705, 0.00035705, 0.00035704, 0.00035703, 0.00035702, 0.00035702, 0.00035701,   0.000357, 0.00035699, 0.00035699, 0.00035698, 0.00035697, 0.00035696, 0.00035696, 0.00035695, 0.00035694, 0.00035693, 0.00035693, 0.00035692, 0.00035691,  0.0003569,  0.0003569, 0.00035689, 0.00035688, 0.00035687, 0.00035687, 0.00035686, 0.00035685, 0.00035684, 0.00035684, 0.00035683, 0.00035682, 0.00035681, 0.00035681,  0.0003568, 0.00035679, 0.00035678, 0.00035678, 0.00035677, 0.00035676, 0.00035675, 0.00035675, 0.00035674, 0.00035673, 0.00035672, 0.00035672, 0.00035671,  0.0003567, 0.00035669, 0.00035669, 0.00035668, 0.00035667, 0.00035666, 0.00035666, 0.00035665, 0.00035664, 0.00035664, 0.00035663, 0.00035662, 0.00035661, 0.00035661,  0.0003566, 0.00035659, 0.00035658, 0.00035658, 0.00035657, 0.00035656, 0.00035655, 0.00035655, 0.00035654, 0.00035653, 0.00035652, 0.00035652, 0.00035651,  0.0003565, 0.00035649, 0.00035649, 0.00035648, 0.00035647, 0.00035646, 0.00035646, 0.00035645, 0.00035644, 0.00035643, 0.00035643, 0.00035642, 0.00035641,  0.0003564,  0.0003564, 0.00035639, 0.00035638, 0.00035637, 0.00035637, 0.00035636, 0.00035635, 0.00035634, 0.00035634, 0.00035633, 0.00035632, 0.00035631, 0.00035631,  0.0003563, 0.00035629, 0.00035628, 0.00035628, 0.00035627, 0.00035626, 0.00035626, 0.00035625, 0.00035624, 0.00035623, 0.00035623, 0.00035622, 0.00035621,  0.0003562,  0.0003562, 0.00035619, 0.00035618, 0.00035617, 0.00035617, 0.00035616, 0.00035615, 0.00035614, 0.00035614, 0.00035613, 0.00035612, 0.00035611, 0.00035611,  0.0003561, 0.00035609, 0.00035608, 0.00035608, 0.00035607, 0.00035606, 0.00035605, 0.00035605, 0.00035604, 0.00035603, 0.00035603, 0.00035602, 0.00035601,   0.000356
         4;  0.0100;   1;     52;  0.1629;  100.0;  100.0;  2.57e-02; 7.57e-07;      0.25,  0.13591, 0.050446, 0.043646, 0.034358, 0.027984, 0.026638, 0.026126, 0.025916, 0.025829, 0.025749, 0.025741, 0.025736, 0.025734, 0.025731,  0.02573,  0.02573,  0.02573, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729
         4;  0.0100;   3;     48;  0.1926;  100.0;  100.0;  2.57e-02; 5.59e-07;      0.25,  0.13591, 0.050317, 0.042163, 0.026988, 0.026897, 0.026716, 0.026541, 0.026375, 0.026221, 0.026072, 0.025926, 0.025816, 0.025789, 0.025781, 0.025761, 0.025741, 0.025733, 0.025732, 0.025731, 0.025731, 0.025731,  0.02573,  0.02573,  0.02573, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729, 0.025729
         4;  0.0100;   7;   3125;  0.0632;   99.6;  100.0;  3.27e-02; 5.26e-02;  0.028557, 0.042303, 0.025074, 0.028047,   0.0268, 0.031034, 0.035934, 0.042364, 0.036409, 0.024949, 0.028287, 0.030869, 0.029735, 0.033733, 0.024742, 0.033189, 0.031365, 0.033007, 0.028108, 0.029167, 0.027816, 0.027747, 0.032922, 0.025771, 0.026626
         4;  0.1000;   1;     25;  0.0849;   99.6;  100.0;  9.04e-02; 7.55e-07;      0.25,  0.14219, 0.094457, 0.091764,  0.09064, 0.090511, 0.090473, 0.090457, 0.090448, 0.090443, 0.090441, 0.090439, 0.090438, 0.090438, 0.090438, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437
         4;  0.1000;   3;     18;  0.0880;   99.6;  100.0;  9.04e-02; 5.12e-07;      0.25,  0.14219, 0.094233,  0.09137, 0.090781, 0.090531, 0.090446, 0.090441, 0.090439, 0.090438, 0.090438, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437, 0.090437
         4;  0.1000;   7;   3500;  0.0696;   94.0;   98.4;  1.45e-01; 3.03e-01;   0.25186,  0.11043,   0.1798,  0.13214,  0.12183,  0.13091,  0.59453,  0.62443,  0.60723,  0.10389,  0.12649, 0.099889,  0.10412,  0.22635,  0.20813,  0.15348,  0.29262, 0.093645,  0.11439, 0.099967, 0.094268,  0.21066,  0.22199,  0.11494,  0.37149,  0.15798,  0.11341,  0.18516
         5;  0.0000;   1;    116;  0.2538;  100.0;  100.0;  7.11e-07; 8.00e-07;        0.25,    0.17332,    0.10319,   0.064632,   0.041279,   0.023601,    0.01499,   0.013141,   0.011504,   0.010302,  0.0086519,  0.0062929,  0.0044871,  0.0038933,  0.0035024,  0.0031735,  0.0028686,   0.002608,  0.0023718,  0.0021496,  0.0019361,  0.0016471,  0.0014899,  0.0013403,  0.0012308,  0.0011188,  0.0010244, 0.00094248, 0.00086513,  0.0007987, 0.00073484, 0.00067935, 0.00062856, 0.00057694, 0.00052577, 0.00045868, 0.00042568,  0.0003889, 0.00036139, 0.00033158, 0.00030671, 0.00028469, 0.00026375, 0.00024528, 0.00022751, 0.00021179, 0.00019693, 0.00018289, 0.00016911, 0.00014939, 0.00013461, 0.00012551, 0.00011684, 0.00010889, 0.00010181, 9.4238e-05, 8.7603e-05,  7.907e-05, 7.3448e-05, 6.8496e-05, 6.3944e-05, 5.9423e-05, 5.5863e-05, 5.1189e-05, 4.7838e-05, 4.4541e-05, 4.1549e-05, 3.8835e-05, 3.6231e-05, 3.3917e-05, 3.1644e-05, 2.9662e-05, 2.7673e-05, 2.5969e-05, 2.4237e-05, 2.2744e-05, 2.1005e-05, 1.8409e-05, 1.5893e-05,  1.405e-05, 1.3158e-05,  1.231e-05, 1.1451e-05, 1.0202e-05, 9.2421e-06, 8.6724e-06, 8.1115e-06, 7.6192e-06, 7.1268e-06, 6.6982e-06, 6.2714e-06, 5.8851e-06, 5.4557e-06, 4.8149e-06, 4.2635e-06, 4.0125e-06, 3.6988e-06, 3.4993e-06, 3.1542e-06, 2.8602e-06, 2.5409e-06, 2.3608e-06, 2.2011e-06, 2.0723e-06, 1.9182e-06, 1.8171e-06, 1.6503e-06, 1.5349e-06, 1.3577e-06, 1.1679e-06, 1.0566e-06, 9.8487e-07, 9.3271e-07, 8.5401e-07, 8.0005e-07,  7.113e-07
